Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-03-11T16:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 5,Mar 6,Mar 7,Mar 8,Mar 9,,
New York:,,
,
DJ Indust,"12,962.81","12,759.15","12,837.33","12,907.94","12,922.02",,
DJ Opening,"12,977.34","12,958.65","12,756.12","12,835.53","12,908.62",,
Day's High,"12,977.34","12,958.73","12,857.73","12,937.19","12,968.79",,
Day's low,"12,883.91","12,734.86","12,751.51","12,835.53","12,906.43",,
Nasdaq Comp,2950.48,2910.32,2935.69,2970.42,2988.34,,
S&P 500 Index,1364.33,1343.36,1352.63,1365.91,1370.87,,
Wilshire 5000,"14,306.92","14,072.01","14,181.29","14,325.33","14,395.35",,
NYSE volume ('000),"70,184","87,621","80,032","71,565","71,656",,
NYSE rises,1213,261,2359,2392,2072,,
NYSE falls,1788,2753,637,609,890,,
Transport,5125.74,5047.25,5073.66,5145.94,5161.93,,
NYSE Comp,8091.27,7920.14,7979.78,8082.37,8102.10,,
AMEX Index,2437,2389,2382,2413,2422,,
Canada:,,
,
DJ S&P TSX Index,"12,523.95","12,298.63","12,350.16","12,461.93","12,503.62",,
London:,,
,
FTSE 100 Index,5874.82,5765.80,5791.41,5859.73,5887.49,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2529.86,2443.52,2460.77,2514.22,2515.95,,
Germany:,,
,
German Xetra Dax,6866.46,6633.11,6671.11,6834.54,6880.21,,
France:,,
,
CAC Index,3487.54,3362.56,3392.33,3478.36,3487.48,,
Switzerland:,,
,
Swiss Market Index,6153.91,6047.53,6102.54,6153.93,6188.51,,
Johannesburg:,,
,
FTSE JSE All Share Index,"34,031.77","33,387.04","33,592.32","33,758.62","33,926.20",,
JSE Africa Gold Index,2606.31,2547.64,2577.93,2556.05,2541.95,,
Italy:,,
,
FTSE Italia All Share Index,"17,764.99","17,198.86","17,356.50","17,637.21","17,479.70",,
Spain:,,
,
IBEX 35,8453.5,8166.6,8161.8,8307.4,8282.7,,
New Zealand:,,
,
NZ Top 50 Capital,3387.84,3401.83,3403.06,3413.79,3433.82,,
NZ Top 10 Capital,874.28,878.46,881.37,882.88,889.43,,
Tokyo:,,
,
Nikkei 225 Index,9698.59,9637.63,9576.06,9768.96,9929.74,,
Nikkei high,9792.14,9732.89,9603.19,9768.96,"10,007.62",,
Nikkei low,9673.75,9602.84,9509.10,9659.15,9853.18,,
Nikkei 300 Index,168.10,166.90,165.68,168.54,171.17,,
Topix Index,832.86,827.35,822.71,836.16,848.71,,
Nikkei vol (mil),1922,2508,2246,2113,3479,,
Hong Kong:,,
,
Hang Seng Index,"21,265.31","20,806.25","20,627.78","20,900.73","21,086.00",,
China:,,
,
Shanghai A Index,2561.09,2524.93,2508.56,2535.11,2555.18,,
Korea:,,
,
Seoul KOSPI,2016.06,2000.36,1982.15,2000.76,2018.30,,
Taiwan:,,
,
TAIEX Index,8004.74,7937.97,7903.08,7984.56,8016.01,,
Singapore:,,
,
Straits Times Index,2991.80,2932.01,2913.16,2970.38,2963.15,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1589.22,1589.91,1574.83,1578.36,1579.00,,
Indonesia:,,
,
JSX Composite Index,3984.90,3967.08,3942.52,3967.67,3991.54,,
India:,,
,
BSE Sensex Index,"17,362.87","17,173.29","17,145.52",Closed,"17,503.24",,
Thailand:,,
,
FTSE SET Index,1157.95,1153.16,Closed,1168.31,1158.71,,
Philippines:,,
,
Manila PSE Index,5030.58,4967.39,4921.36,4956.19,4980.71,,
World:,,
,
MSCI World,1292.05,1265.48,1270.77,1290.38,1291.9,,
Comm Research Index,319.69,314.69,314.48,316.28,317.85,,
Moody's Comm Index,6548.44,6521.31,6425.84,6355.62,6377.74,,
LME Index,3682.1,3587.9,3583.9,3600.3,3667.3,,
,
Source: Thomson Reuters,
